V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,Un1,Un2
R_3k21ZqXr4uHl2N0,Default Response Set,,,,192.38.127.139,,10/29/15 11:59,10/29/15 12:38,1,1,1,0,0,72.529,0,1,,,,,,,3000,1,0,0,43.733,0,1,9,9,jeg forventer at det vil v蚠re den st蜋rste nytte,1,7,5,9,5,7,4,6,5,8,7,5,9,8,7,5,3,7,7,6,6,3,6,6,4,6,3,6,3,5,4,5,5,2,0,1,1,0,4,8,2,1,2,1,2,"Det eksperiment tror jeg pr蜋ver at vise noget om ens adf蚠rd overfor andre og en selv, hvor samarbejdsvillig er du osv.",no,5,4,5,4,75,1,"Copenhagen, Denmark",27,55.66670227,12.58329773,-1,,7,7
R_3ko4Ro3eDuN5hBL,Default Response Set,,,,192.38.127.140,,10/27/15 12:42,10/27/15 13:38,1,1,1,0,0,67.293,0,1,,,,,,,3000,1,0,0,50.366,0,1,9,1,"I believe in the greater good, and therefore hope to achieve the highest possible total amount for the group.",1,7,5,7,7,6,6,7,6,3,7,2,6,2,5,6,3,7,7,7,7,7,8,5,8,5,2,5,8,8,1,3,3,1,1,0,0,0,7,9,1,2,1,2,2,"I would imagine its trying to decipher, whether we -the anticipants- belive in the nature of people to be good, or we belive in a more ""survival-of-the-fittest/Homo Economicus way of seeing people.","I think many of the terms used are too widely defined, which I believe will influence the accuracy of the results.",6,3,6,5,74,1,"Copenhagen, Denmark.",15,55.66670227,12.58329773,-1,,7,1
R_3KuyonBfA5pOGdO,Default Response Set,,,,192.38.127.157,,10/29/15 10:01,10/29/15 10:35,1,1,1,0,0,49.294,0,1,,,,,,,1002,1,11.754,11.754,23.444,1,1,9,1,"I chose to contribute with 1002 蜋re, which was my way of thinking that a little is better than nothing. I didn't want to contribute with the whole amount, but now, that I think about it - that might have been the smartest move.. To ensure (from my part at least), that the whole group would gain as much as possible from it.",1,8,7,9,9,8,8,8,9,5,7,3,9,1,7,8,6,7,8,7,8,6,5,6,4,5,4,6,3,6,2,1,8,2,1,1,0,0,7,8,1,2,3,2,2,"I think, that the present study was trying to show how people interact when they are confronted with having to either trust, that people will do whats best for you/your group or think, that everyone will only do whats best for them. \In that way, a study like this, where you have to make a decision based on whether you choose to trust your group - whom you don't know - or not trust them, shows how people are more likely to interact in ""real"" life...",No,4,3,5,3,76,2,Germany,24,55.66670227,12.58329773,-1,,7,1
R_3L6k1EL0W91Eizv,Default Response Set,,,,192.38.127.155,,10/29/15 12:02,10/29/15 12:39,1,1,1,0,0,100.274,0,1,,,,,,,3000,1,0,0,20.087,0,1,9,9,"Hver krone deres gives til gruppen bliver til 2 kroner, s外 det samlede bel蜋b stiger.",1,8,6,9,2,6,3,8,5,7,2,7,4,3,8,4,5,9,6,7,8,3,8,9,6,4,1,5,8,5,7,2,7,1,0,0,0,0,7,9,1,3,3,2,2,"Jeg tror, at studiet vil unders蜋ge, hvor meget vi stoler p外 hinanden, og hvilken indflydelse dette har p外 vores hverdag og vores valg.","Jeg t蚠nker, at svaret til nogle sp蜋rgsm外l afh蚠nger meget af den deltagendes tolkning, hvorfor der kan komme mange forskellige svar ud fra samme mening.",9,6,2,6,75,1,"Dianalund, Danmark",27,55.66670227,12.58329773,-1,,7,7
R_3MbMwBE16UX9Ubv,Default Response Set,,,,192.38.127.156,,10/29/15 07:52,10/29/15 08:30,1,1,1,0,0,38.524,0,1,,,,,,,3000,1,0,0,9.722,0,1,9,9,I get the most and the whole gets the most,1,6,4,7,6,7,7,7,8,6,7,7,7,6,7,7,6,6,6,7,8,7,7,7,8,3,3,6,6,5,6,3,7,1,1,0,0,0,7,8,1,2,1,2,1,To solidariry in a society and of what it comes from,people might not take it too serius,7,9,7,9,76,1,"Gentofte, Denmark",20,55.66670227,12.58329773,-1,,7,7
R_3MbZpuubBX8udsB,Default Response Set,,,,192.38.127.156,,10/29/15 12:02,10/29/15 12:36,1,1,1,0,0,84.323,0,1,791,1,0,0,20.872,0,,,,,,,1,9,1,"Det var min f蜋rste indskydelse. P外 denne m外de bidrager jeg  med noget, men f外r forh外bentlig mere igen.",1,9,3,9,7,8,9,5,9,6,9,5,7,5,9,9,3,9,8,7,9,2,8,9,9,5,3,7,7,5,6,1,7,1,0,0,0,0,6,8,3,2,2,2,2,"Det fors蜋gte at unders蜋ge, om individer i h蜋jest grad t蚠nker p外 dem selv eller andre. Dette ved at give hvert enkelt individ et bel蜋b, som de kunne v蚠lge at dele eller at beholde for dem selv.",no,7,9,7,9,76,2,"Ballerup, Denmark",28,55.66670227,12.58329773,-1,,7,1
R_3n61rcyclCkCvUP,Default Response Set,,,,192.38.127.148,,10/29/15 12:00,10/29/15 12:38,1,1,1,0,0,55.798,0,1,,,,,,,0,1,0,0,55.953,0,1,9,1,"Looking at this is a classic example of Prisoner's dillemma, which was described by the economist John Nash. The best solution, would be to do the best for yourself and the group as a whole, since this would give the optimum result. However, in the case of human behavior I'm in the believe that people will do what is best for themselves. Therefore I would rather keep the money and be certain to make at least 30 kr. in stead risking the money on other people's decisions. \Basically I weighted the pro's and con's and thought that the reward was not worth the risk.",1,8,3,7,9,8,7,9,8,7,9,3,9,9,8,9,1,7,4,9,7,4,7,3,7,3,1,6,4,3,4,3,5,5,4,0,2,1,5,7,3,3,3,2,2,"I believe the study was trying to show human behavior. How we perceive others and how willing we are giving up something for others.\Basically it was our outlook on each other and on ourselves. I.e. asking if we believe we are a unique individual is a question where we are all likely to strongly agree, however, in reality we probably aren't, since most of us have the same background, same clothes, same opportunities etc.",No.,6,9,6,9,76,1,Singapore,28,55.66670227,12.58329773,-1,,7,1
R_3n715vzeXo6rdc0,Default Response Set,,,,192.38.127.156,,10/28/15 09:49,10/28/15 10:42,1,1,1,0,0,118.489,0,1,,,,,,,1200,1,0,0,38.964,0,1,9,1,"Jeg vil gerne bidrage til det f蚠llles, dog er jeg stadig interesseret i at 蜋ge min egen kapital ogs外. \Jeg valgte derfor 1200 da det virker som et fint kompromi for mig.",1,5,4,6,3,8,4,7,6,6,3,6,2,3,2,2,7,8,7,8,7,2,7,8,9,2,4,8,6,4,2,3,4,1,1,1,0,0,7,7,1,2,1,2,2,"Jeg tror denne unders蜋gelse skal fors蜋ge at unders蜋ge hvilke typer af personer foretager bestemte valg. Det handler om personers adf蚠rd. Man 蜋nsker  at karektere personer som gerne vil bidrage relativt meget til det f蚠lles, alts外 finde ud af hvordan de personer anser verden og deres v蚠rdier. Det samme g蚠lder for personer som vil bidrage relativt lidt til det f蚠lles.",no.,5,3,3,5,76,1,"Vanl蜋se, Danmark",30,55.66670227,12.58329773,-1,,7,1
R_3nIYQhI2dhqS4FA,Default Response Set,,,,192.38.127.142,,10/27/15 10:00,10/27/15 10:48,1,1,1,0,0,72.364,0,1,,,,,,,3000,1,0,0,10.361,0,1,9,1,"I expect others, like i did, will ensure maximum aggregated welfare.",1,9,9,9,9,1,9,9,2,9,7,9,9,9,9,9,1,8,1,9,4,1,3,2,4,1,4,1,6,9,1,1,9,1,1,0,0,0,5,8,1,2,1,2,1,"I think it was trying to connect the choice i made in the *money experiment* with my personal characteristics, my thoughts on other people: Their agenda, whether they could be trusted or not, to make the decision maximizing the aggregated welfare of the group. I find that the experiment will show that my personal characteristics does not correlate with my decision to *gamle* 100% of my initial capital - Maybe even try to show that, the answers i give in the survey, is my own perception of myself, and not necessarily the *truth* when looking at my choice with regards to the *money experiment*","As i wrote previously - I think the experiment is trying to show that our own perception of ourselves, doesn't necessarily correlate with our decision making.",7,9,7,9,74,1,"Laug蜋, Denmark",30,55.66670227,12.58329773,-1,,7,1
R_3NLruCKyv1qSi1k,Default Response Set,,,,192.38.127.146,,10/29/15 10:02,10/29/15 10:37,1,1,1,0,0,68.561,0,1,,,,,,,3000,1,0,0,26.835,0,1,9,1,"Because I hope my group will do the same thing, so we can win together. If I donate 0 DKK, then there is a risk that they might do so as well later in the game. If we establish from the beginning that everyone donates 30 DKK, then odds are better that we keep doing it and everyone will win.",1,7,9,6,8,9,9,8,4,9,9,7,9,7,9,9,2,8,3,9,9,5,8,8,9,3,4,8,5,7,7,4,9,1,0,0,0,0,7,8,1,2,3,2,1,"Probably something about how people should work together for mutual benefit instead of just for themselves, but that some people won't do it, even when it makes for sense for everyone, because they are having trouble trusting. Giving 30 DKK is better for everyone, because not only just everyone get more money - you also show trust in eachother to do the same thing again instead of running scams on eachother. If you choose 0 DKK once, then someone else from your group would see that and might be selfpersuaded into doing so too in a later round, so you will lose money. If you establish trust from the beginning, then odds are better that everyone will keep on giving 30 DKK to the group throughout the entire experiment.",I suspect that some people in the experiment will not think rationally and instead choose to donate 0 DKK to cover his or hers own behind.,6,2,6,2,76,1,"Aller蜋d, Denmark",27,55.66670227,12.58329773,-1,,7,1
R_3oSLKtr1IU81VCX,Default Response Set,,,,192.38.127.140,,10/27/15 07:41,10/27/15 08:44,1,1,1,0,0,52.568,0,1,,,,,,,3000,1,0,0,11.529,0,1,4,4,"The amount is not high enough for me to think as something I wound not bet. It is not my money, so I have not lost any.",1,6,6,9,7,6,7,7,5,6,8,5,9,1,7,3,4,9,9,9,8,3,9,8,9,6,5,9,7,6,3,2,5,1,1,0,0,0,6,7,1,3,2,1,2,The present study was trying to collect information about how people make decisions.\It also tried to collect information about in what degree people today will help each other (in everyday life and with finans) and in what degree we trust on another.,0,9,3,2,5,76,1,"Hellerup, Denmark",20,55.66670227,12.58329773,-1,,5,5
R_3p3Gx5mGXsleGsC,Default Response Set,,,,192.38.127.150,,10/28/15 09:47,10/28/15 10:38,1,1,1,0,0,46.655,0,1,1596,1,8.923,8.923,21.8,1,,,,,,,1,4,1,Did not find the 10 seconds adequate to make a reasoned contribution,1,9,1,7,6,5,7,9,5,5,7,4,8,3,2,7,3,8,8,7,8,4,6,8,7,2,2,8,5,3,2,4,1,1,0,1,0,0,5,7,1,2,3,2,2,"The study was trying to show to what extent people make decisions in self interest or for others. If everyone had contributed similarly, everyone would have received a similar share of the money, however, if the decision was made in self interest, the person would be trying to gain a bigger share of the money than they contributed themselves. For example, the person would have gained an share of others contributions if they contributed nothing themselves, leaving them with more money than the other contributors.",no,6,3,5,4,76,2,"London, Britain",30,55.66670227,12.58329773,-1,,4,1
R_3PgBYRQ1Bz8usXc,Default Response Set,,,,192.38.127.158,,10/29/15 12:02,10/29/15 12:44,1,1,1,0,0,116.15,0,1,,,,,,,1500,1,0,0,141.526,0,1,9,4,Fordi halvdelen syntes jeg virkede godt.,1,4,3,5,4,7,8,7,7,7,4,5,8,2,5,8,4,7,5,5,5,2,5,7,7,5,6,7,4,4,4,4,5,1,1,0,0,0,8,8,3,2,3,2,1,For at det er mere virkeligt,no,2,5,2,2,76,2,"Ballerup, Danmark",27,55.66670227,12.58329773,-1,,7,4
R_3phj2e3fdZLnttT,Default Response Set,,,,192.38.127.149,,10/30/15 12:26,10/30/15 12:42,1,1,1,0,0,39.686,0,1,0,1,0,0,5.864,0,,,,,,,1,9,1,I chose 0000 because it is riskfree and i have an opportunity to get even more money,1,6,7,7,2,7,7,6,1,5,6,6,2,2,3,4,7,6,2,9,8,2,1,5,3,2,8,6,6,2,3,1,4,1,1,1,0,0,6,7,1,2,3,2,2,"I think the study attempted to show whether or not the participant looks out for themselves or others, and how they describe themselves after experiencing an actual situation in which they chose to look out for themselves or the group.",no,2,6,3,5,76,1,"Denmark, Copenhagen",23,55.66670227,12.58329773,-1,,7,1
R_3POjDHuSSnWSFF8,Default Response Set,,,,192.38.127.152,,10/29/15 10:02,10/29/15 10:35,1,1,1,0,0,58.226,0,1,3000,1,0,0,10.7,0,,,,,,,1,9,1,"Alene af den 外rsag, at jeg h外bede p外, at hele gruppen s外, at vi alle vil opn外 maximal profit ved at give hele bel蜋bet.",1,5,9,3,6,9,7,8,7,6,9,3,8,2,7,6,8,7,4,8,7,3,8,5,8,4,7,5,7,8,3,3,9,1,2,0,0,1,7,8,1,1,3,2,2,"Om man nu kan stole p外 fremmede. I den forstand, om fremmede vil en det bedste ud fra deres egen morale. Derfor er det jo ogs外 at jeg har f外et givet en r蚠kke sp蜋rgsm外l omkring mine egne holdninger og morale, for s外 at s蚠tte den op med mit valg af penge i starten af unders蜋gelsen",no,3,6,2,6,77,1,Denmark,27,55.66670227,12.58329773,-1,,7,1
R_3pr1NpqiTobPubw,Default Response Set,,,,192.38.127.148,,10/29/15 07:53,10/29/15 08:37,1,1,1,0,0,40.573,0,1,19,1,11.702,11.702,28.581,1,,,,,,,1,4,1,To share the budget equally,1,8,9,5,8,7,7,9,7,6,7,1,7,6,8,6,4,6,8,8,8,7,9,6,7,5,4,5,6,1,7,4,5,1,1,0,0,0,6,7,1,1,1,1,2,Good experiment. Shows how much we each would give individually and then follows up with questions that either confirm or not what we would do in these situation. \Overall nice,No,9,2,6,2,75,1,"Lyngby, Denmark",20,55.66670227,12.58329773,-1,,5,1
R_3PtXPd7j7RCnZSA,Default Response Set,,,,192.38.127.144,,10/27/15 09:59,10/27/15 10:35,1,1,1,0,0,45.161,0,1,3000,1,0,0,5.252,0,,,,,,,1,9,1,I believe in my classmates,1,7,7,8,7,7,7,7,7,6,8,6,4,6,8,8,3,7,5,7,7,6,7,6,8,2,2,5,5,7,3,3,6,1,0,0,0,0,5,5,3,3,1,2,2,if the individual can trust the group enough to give up all their money for the better of the group,no,2,6,2,6,73,1,"Frederiksberg, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_3PXeVKtn4kzkbde,Default Response Set,,,,192.38.127.152,,10/29/15 07:53,10/29/15 08:38,1,1,1,0,0,71.074,0,1,,,,,,,3000,1,0,0,17.029,0,1,9,1,Regner med at de andre g蜋r det samme,1,6,4,6,4,4,7,5,4,3,6,4,7,2,6,5,6,7,6,7,7,4,6,6,7,3,6,8,4,4,7,1,6,1,0,0,0,0,6,8,1,2,3,2,2,"At vise hvordan man handler i samarbejde med andre. Om man selv handler egoistisk, og om man tror, de andre ogs外 vil handle egoistisk eller g蜋re, hvad der er bedst for gruppen.","Jeg er ikke sikker p外, at de andre har indsat alle deres penge.",3,5,4,4,75,2,Roskilde,30,55.66670227,12.58329773,-1,,7,1
R_3qKH5jHjiGYfDHc,Default Response Set,,,,192.38.127.156,,10/27/15 09:58,10/27/15 10:56,1,1,1,69.306,73.943,162.984,2,1,,,,,,,3000,1,0,0,23.268,0,1,9,9,"If everybody contributed the maximum ammount, the group as a whole would benefit the most.",1,5,5,8,8,8,6,6,7,1,7,1,8,1,1,5,7,7,5,4,5,2,5,6,6,1,1,1,3,8,1,4,5,2,1,0,0,0,7,9,1,2,1,2,2,it tried to show how your world view affects your decisions. And how well your view of the world fitted with your actions. It did it by putting you through a test and then answering questions about how much you see yourself as a completely independent individual or as a part of a group/society.,no,9,6,9,5,69,1,"R蜋dovre, Denmark",20,55.66670227,12.58329773,-1,,7,7
R_3qvBYMRKRegY55v,Default Response Set,,,,192.38.127.153,,10/29/15 11:59,10/29/15 12:35,1,1,1,0,0,59.876,0,1,1835,1,0,0,8.499,0,,,,,,,1,9,1,To atleast keep some of my money,1,5,4,9,7,8,7,7,8,8,9,4,8,8,7,7,3,6,4,9,8,2,8,7,9,2,8,8,6,7,3,2,5,1,0,0,0,0,6,8,3,1,2,1,2,I think that the study is supposed to show what we think of ourselves and how the result of that reflects on our impression of strangers,no,4,3,5,5,77,1,"R蜋dovre, Denmark",27,55.66670227,12.58329773,-1,,7,1
R_3suZ2C6poFq4SNw,Default Response Set,,,,192.38.127.149,,10/27/15 12:43,10/27/15 13:37,1,1,1,7.437,77.779,78.313,2,1,,,,,,,332,1,0,0,25.625,0,1,9,9,Because,1,9,7,9,9,7,8,9,6,8,9,5,9,5,9,7,5,6,6,9,5,3,9,7,9,9,4,2,3,5,5,4,7,1,0,1,2,1,3,6,1,1,3,2,1,People react to the monetary benefits,no,3,5,6,5,74,2,Hvidovre,1,55.66670227,12.58329773,-1,,7,7
R_51JuUZjeCeGwuHf,Default Response Set,,,,192.38.127.140,,10/29/15 11:59,10/29/15 12:35,1,1,1,0,0,109.445,0,1,562,1,0,0,11.581,0,,,,,,,1,9,1,stoler ikke blindt p外 folk.,1,5,6,8,5,5,8,7,2,3,8,6,4,2,6,8,5,7,8,6,7,5,7,7,9,1,4,7,6,7,3,1,6,1,1,0,0,0,4,8,2,3,1,2,2,ens forhold til andre mennesker,at det handlede om hvor egoistisk man er,5,3,6,2,76,1,"Copenhagen, Denmark",28,55.66670227,12.58329773,-1,,7,1
R_5d3DBkMSM7l6t6F,Default Response Set,,,,192.38.127.150,,10/29/15 07:54,10/29/15 08:30,1,1,1,0,0,1.5,0,1,,,,,,,3000,1,0,0,19.201,0,1,9,9,most value,1,8,7,9,9,9,9,7,6,8,9,3,8,9,9,9,1,2,4,4,9,7,8,5,7,3,9,5,3,9,1,5,9,1,1,0,0,0,4,7,2,1,1,2,2,relationship between human beings,no,9,9,9,9,76,1,"Denmark, H蜋rsholm",15,55.66670227,12.58329773,-1,,7,7
R_6RqSE7aq6ArVXLr,Default Response Set,,,,192.38.127.146,,10/27/15 07:42,10/27/15 08:41,1,1,1,0,0,61.215,0,1,,,,,,,0,1,0,0,16.219,0,1,9,1,"I thought i would be greedy, I did not want to share with other people. So if I kept all my money i hope that the others in my group are stupid enough to give up some of theirs.",1,9,2,7,4,8,6,8,7,5,5,5,7,7,9,8,2,5,6,9,9,1,7,8,5,9,8,9,7,3,4,2,8,3,1,0,0,1,6,8,1,2,1,2,1,"I think it was trying to show how much people want to win, and how much they don't care about other people, when it's about money. Because you're working in an unknown group and who is also in your group it feels like, you cant trust them.",no,2,4,3,3,76,1,"Fredensborg, 3480, Danmark",20,55.66670227,12.58329773,-1,,7,1
R_71h47UBbplMwakN,Default Response Set,,,,192.38.127.154,,10/28/15 09:48,10/28/15 10:37,1,1,1,0,0,11.682,0,1,22,1,0,0,12.12,0,,,,,,,1,4,4,I dont know,1,7,7,7,6,6,7,7,6,6,7,5,7,6,7,9,3,5,6,8,8,7,6,7,7,4,7,7,6,4,3,3,9,1,1,0,0,0,6,8,1,3,1,2,2,"How i feel about interact with other people, and my relations",no,2,5,4,3,76,1,Farum,30,55.66670227,12.58329773,-1,,5,5
R_78Mt5pxJu5AUIfv,Default Response Set,,,,192.38.127.143,,10/27/15 07:41,10/27/15 08:37,1,1,1,0,0,60.388,0,1,1870,1,0,0,7.939,0,,,,,,,1,4,4,i hoped that the other persons would give 1500 ore and in that way i would earn more because i contribute wil more...,1,6,6,8,3,5,4,4,4,6,6,7,6,3,6,6,4,6,7,7,8,8,7,5,7,7,8,6,7,7,8,7,5,1,0,0,0,0,7,6,3,1,1,2,2,the study was trying to show how people are acting depending on how they feel in a sociale context and how people are acting depending on how they trust other people,no,9,3,9,9,74,2,"V蚠rl蜋se, Denmark",20,55.66670227,12.58329773,-1,,5,5
R_7NwXWj65SrYrer7,Default Response Set,,,,192.38.127.153,,10/29/15 10:01,10/29/15 10:33,1,1,1,0,0,66.485,0,1,1229,1,0,0,13.594,0,,,,,,,1,9,1,"With a contribution of this size, I would be contributing to the total, however not risking everything at the same time.",1,6,6,8,6,9,8,7,8,8,9,4,9,6,8,8,2,7,2,6,6,4,7,7,8,7,3,5,5,6,4,3,7,2,1,1,0,0,6,8,1,2,1,2,2,How much people trust each other and how greedy they are.,no,7,9,6,9,76,1,Frederiksberg,26,55.66670227,12.58329773,-1,,7,1
R_8jG9vn7gPydhrFL,Default Response Set,,,,192.38.127.158,,10/30/15 10:07,10/30/15 10:30,1,1,1,0,0,70.538,0,1,,,,,,,3,1,0,0,28.217,0,1,9,1,Maximize personal gain,1,5,5,7,7,7,5,7,7,7,8,4,2,7,5,8,1,4,2,3,4,2,5,3,5,3,2,2,2,3,2,5,7,1,0,0,0,0,7,7,1,1,1,2,2,Personal benefit versus group benefit. By placing money into a pool.,no,6,2,6,2,76,1,"Denmark, M蜋n",20,55.66670227,12.58329773,-1,,7,1
R_9Gnoby4jMUDY68V,Default Response Set,,,,192.38.127.136,,10/27/15 09:57,10/27/15 10:44,1,1,1,0,0,109.277,0,1,,,,,,,3000,1,0,0,25.461,0,1,9,1,"I contributed with all of my income, because I hoped that the other members of my group would do the same so that we could double the overall amount. The reason why I ran that risk was because I did not count the 30 kr. (that I potentially loose) as a loss, because I have never really had that money. If the amount had been bigger, or if the money had been my own, I would probably have kept more money to myself.",1,8,6,8,4,5,9,7,5,6,7,6,7,7,5,8,2,8,5,8,8,1,6,7,3,2,7,7,3,2,8,2,8,1,1,1,0,0,7,9,1,2,1,2,2,"I think that you very accurate can calculate the best decision for each individual - maybe something like prisoners dilemma. Therefore, I think that study tries to show how irrational people tend to behave - maybe myself included - by seeing how many people who make the, from an economic viewpoint, wrong decision.",I was/am very much in doubt what would have been the best decision to make.,5,5,6,3,74,1,"AARHUS, DENMARK",20,55.66670227,12.58329773,-1,,7,1
R_9NUWNzbFInFkAlr,Default Response Set,,,,192.38.127.155,,10/27/15 07:46,10/27/15 08:33,1,1,1,0,0,89.546,0,1,,,,,,,600,1,0,0,18.766,0,1,9,1,"Personally, I would rather have more money for myself than sharing with others.",1,9,9,9,9,9,6,8,9,6,9,7,9,9,9,9,4,3,6,3,4,5,5,7,8,1,3,1,3,9,2,9,9,4,0,0,0,0,6,8,3,1,2,1,2,Decisions-making in groups and seperately,no,7,9,5,2,76,1,DENMARK,25,55.66670227,12.58329773,-1,,7,1
R_9nvedEwyUILnDNv,Default Response Set,,,,192.38.127.149,,10/29/15 10:01,10/29/15 10:35,1,1,1,0,0,134.354,0,1,,,,,,,3000,1,0,0,28.701,0,1,9,9,The group as a whole can earn more money if we all contribute with 30 d.kr.,1,7,3,9,7,7,7,7,7,8,8,7,8,4,9,6,3,7,6,2,8,5,8,6,8,1,8,8,4,9,5,5,7,1,0,0,0,0,8,9,1,2,2,2,2,I think this study i trying to analyse something about consumers interaction and how consumers make decisions.,I doubt if this study is trying to place you in politics.,2,6,2,6,75,2,Denmark,24,55.66670227,12.58329773,-1,,7,7
R_AoCgijM3GI8xPHz,Default Response Set,,,,192.38.127.141,,10/27/15 10:00,10/27/15 10:43,1,1,1,0,0,60.47,0,1,3000,1,0,0,5.679,0,,,,,,,1,9,1,"I expect each group member to act according to maximum utility for the group and I expect the others to expect the same. Betting on getting the 75kr is too risky, since it would most likely lead to all group members not contributing anything and then you only keep your initial 30kr",1,8,5,6,6,7,8,8,7,5,9,6,6,2,5,6,4,5,3,7,5,5,3,4,5,2,1,3,6,6,4,2,5,1,1,0,0,0,4,7,1,2,3,2,2,The present study was trying to show to which degree people are willing to trust other people to act for the greater good. You are yourself more inclined to act for the greater good if you also expect others to do the same. The questions were probably designed to link the economic disposition to a persons general outlook on family values and view of other people,no,4,3,4,3,61,1,"Copenhagen, Denmark",25,55.66670227,12.58329773,-1,,7,1
R_AsS4CQ6D7wdbVYJ,Default Response Set,,,,192.38.127.151,,10/27/15 12:44,10/27/15 13:41,1,1,1,0,0,50.498,0,1,3000,1,0,0,6.842,0,,,,,,,1,9,9,"Given that the other members of the group has the same information regarding how outcome is maximized, I assume that they will each contribute with the entire amount of 3000 蜋re.",1,8,3,3,8,5,9,3,4,1,6,6,7,1,4,3,9,6,6,6,6,8,9,4,9,3,3,3,3,4,5,4,1,1,1,0,0,0,6,8,3,3,3,2,2,"I think this study is about cultural differences. The welfare system in, for instance, Scandinavia, should indicate a higher amount of solidarity among the participants and vice versa. In societies with a more hard-core liberal approach, you would probably see a bigger tendency of competition and ""every man for himself"". It's quite interesting to see, how outcome is maximized if everyone agree on working together, and how those who chose to cooperate are worse off, if not everyone agree.","We know each other too well in this room. You're not cooperating with strangers, but with your classmates - which may result in a higher amount of trust than intended.",4,5,5,3,71,2,"Aarhus, Denmark",15,55.66670227,12.58329773,-1,,7,7
R_aWbDWOsoB7rvU5z,Default Response Set,,,,192.38.127.151,,10/26/15 08:08,10/26/15 12:32,1,1,1,0,0,52.586,0,1,,,,,,,3000,1,0,0,3,0,1,9,1,Because the overall wealth of the group is at i'ts max if we all choose to contribute 3000. I am confident that the rest of my group chooses the same level of commitment to the overall wealth of the group,1,7,3,8,8,6,3,6,7,6,5,2,3,5,6,7,3,7,7,8,9,2,8,7,7,2,3,6,6,6,3,1,6,2,1,0,0,0,8,9,1,2,3,2,2,"I think this study tries to tie human nature into economical and logical thinking. How ones priorities are in terms of family, work, past time, social interaction, and how that affects your economical decision making",no,7,5,5,3,75,1,"Lyngby, Denmark",23,55.66670227,12.58329773,-1,,7,1
R_BArkpUxEUc8AjFT,Default Response Set,,,,192.38.127.159,,10/28/15 09:50,10/28/15 10:43,1,1,1,0,0,79.913,0,1,,,,,,,3000,1,0,0,26.28,0,1,9,1,"I choose to contribute 30 dkk, because it could end up helping all of us. In the same time it would benefit the common project. In the same time i hope the rest of the participants do the same, because that would end up giving us all, more benefit.",1,7,4,6,5,5,4,6,7,5,6,3,5,6,6,9,2,6,7,6,8,6,5,7,7,4,6,9,6,3,6,3,5,1,1,1,0,1,6,7,3,2,1,2,2,"I this study try to show, how people interact with each other. It wants to find out which people who delivered all their money for the common project and who didn't. And the afterwards asked a line of personal questions, to see what kind people that choose to keep all of their money and which kind of people that choose to deliver all of their money. It interesting to see, because it indicates, consumers behavior with each other. Maybe to put people in diffrent boxes, people who like their own well being contra people wanting to their groups well being just as much.","I think i might hard to see, which kind of people are trough a line of questions. There might be some more, questions needed to asked. As a group of people that doesn't know each other very well, we do not know how each other act. If you got into a group with people you knew very well, the outcome might be diffrent",6,5,6,2,76,1,"Denmark, M蜋rk蜋v 4440.",18,55.66670227,12.58329773,-1,,7,1
R_beXciQJWrpq9B3b,Default Response Set,,,,192.38.127.153,,10/27/15 12:42,10/27/15 13:35,1,1,1,0,0,26,0,1,,,,,,,1002,1,0,0,21.861,0,1,9,9,"I contributed my selected amount, because i wanted to contribute, but at the same time make sure, that i still had something left",1,6,7,7,5,7,6,8,5,6,7,6,7,7,6,6,3,9,6,7,8,6,7,7,7,5,7,7,6,7,5,5,6,1,1,0,0,0,5,8,3,2,1,1,2,"I think the study tries to show, how much people are willing to sacrifice of their personal belongings for the greater good.",no,9,3,2,6,73,1,"蛢lsted, Denmark",15,55.66670227,12.58329773,-1,,7,7
R_bJcnFTJUTqau7ND,Default Response Set,,,,192.38.127.161,,10/29/15 12:01,10/29/15 12:46,1,1,1,0,0,81.522,0,1,,,,,,,574,1,0,0,35.026,0,1,4,1,?,1,8,7,9,6,7,7,7,8,8,8,7,6,8,8,7,3,4,3,4,4,3,2,3,4,2,3,6,2,5,7,3,6,3,0,0,0,0,2,7,3,3,2,1,2,Unders蜋gelsen pr蜋vede at vise hvordan mennesker agere i forhold til hinanden og omkring hinanden.,no.,2,3,3,3,75,2,"Ruds Vedby, Danmark",27,55.66670227,12.58329773,-1,,3,1
