V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,,,,,
R_3HBqRKyzbvztXR6,Default Response Set,,,,134.76.136.48,,08.09.2015 14:59,08.09.2015 15:52,1,1,1,0,0,44.405,0,1,120,1,0,0,12.97,0,,,,,,,1,9,1,Zufall,1,9,8,9,6,8,4,8,8,7,7,6,6,6,5,2,8,8,8,9,9,9,6,3,9,4,4,4,8,2,9,5,8,4,7,7,0,3,8,10,1,2,2,2,2,Umgang mit anderen Menschen und eigenes Verhalten in Konkurrenzsituationen,nein,4,6,3,6,74,2,"Werlte, Deutschland",0,51.53640747,9.938995361,-1,,22,1,1,1
R_3hEWPlA1Q76SxMl,Default Response Set,,,,134.76.136.48,,14.09.2015 08:59,14.09.2015 10:30,1,1,1,0,0,91.513,0,1,,,,,,,,1,0,0,25.235,0,1,9,1,"So gehe ich sicher, dass ich einen gewissen Teil behalte, und hoffe gleichzeitig, dass durch meinen und die anderen Beitrí_ge der Gewinn erhí_ht wird.",1,6,7,8,7,6,5,6,5,7,9,6,7,3,6,5,6,6,5,8,7,5,3,5,5,5,2,4,8,7,5,2,5,3,0,10,0,1,2,4,2,3,2,1,2,"Es soll í_berprí_ft werden, inwiefern die Bereitschaft, Geld an Fremde zu geben mit dem Grad des Vertrauens in andere Menschen zusammenhí_ngt. Auíôerdem sollte meiner Meinung nach herausgefunden werden, ob die ""Mitspieler"" eher als Konkurrenz oder als ""Gleichgesinnte"" gesehen werden, und ob die Hí_he des beigetragenen Geldes damit korreliert.",nein,4,6,5,3,71,2,Lí_bau - Sachsen - Deutschland,0,51.53640747,9.938995361,-1,,25,1,0,0
R_3hydOWwbTpTQLnh,Default Response Set,,,,134.76.136.60,,08.09.2015 14:58,08.09.2015 15:50,1,1,1,0,0,80.95,0,1,,,,,,,400,1,0,0,27.948,0,1,9,1,"Bin optimistisch, dass die Gruppe eine soziale Entscheidung treffen wird und in diesem kleinen Experiment niemand egoistisch veranlagt sein wird.",1,8,8,8,4,8,4,6,8,3,7,2,7,7,3,8,4,7,3,7,7,7,4,7,4,2,8,8,7,1,7,4,7,2,5,5,0,1,8,10,1,3,3,2,2,Es sollte untersucht werden inwieweit man sozial kompetent ist bzw. auf sein eigenes Wohl konzentriert.,nein,5,3,3,5,71,1,Oldenburg,0,51.53640747,9.938995361,-1,,25,1,1,1
R_3iO1PzemzsqxZjH,Default Response Set,,,,134.76.136.120,,10.09.2015 11:35,10.09.2015 13:15,1,1,1,0,0,88.226,0,1,2,1,0,0,6.845,0,,,,,,,1,9,9,"Die Erfahrung hat gezeigt, dass es wneig bringt, Geld zu investieren. Schlechte Erfahungen mit Mitspielern, die kein Geld fí_r die Gruppe investieren haben mich enttí_uscht.",1,8,7,9,9,9,3,4,9,7,8,4,7,4,7,9,2,7,2,2,3,5,7,7,9,7,6,3,5,5,9,8,8,3,2,3,0,0,1,5,2,1,3,1,2,"Eigeninteressen vs. Gruppenziele. Inwieweit ein Individuum bereit ist, seine monetí_ren Ziele zu vernachlí_ssigen, um dem Gemeinwohl der Gruppe beizutragen.","Zweifel, dass die anderen Teilnehmer eh kein Geld fí_r die Gruppe investieren und ich alleine investieren werde",9,7,9,5,72,2,Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_3IVPsg4Ul2MKKSB,Default Response Set,,,,134.76.136.60,,08.09.2015 13:44,08.09.2015 14:25,1,1,1,47.269,47.269,47.912,1,1,400,1,0,0,8.453,0,,,,,,,1,9,1,"Ich habe mich fí_r den gesamten Betrag als Gruppenbeitrag entschieden, da wir so als Gruppe die hí_chste Auszahlung erzielen, sofern alle mitziehen. Dies ist fí_r alle Gruppenmitglieder am fairsten.",1,4,3,6,4,9,3,5,4,5,4,4,6,2,2,2,4,9,7,9,9,8,8,9,9,5,5,9,7,5,7,7,6,3,0,13,0,1,8,10,1,2,3,2,2,"In der Studie ging es darum wie man sich in Gruppenentscheidungen verhí_lt, die anonym sind und vergí_tet werden. Hierbei ging es um Fairness bzw Egoismus der einzelnen Gruppenmitglieder.",nein,4,5,5,4,71,2,"Nienhagen b. Celle, Deutschland",0,51.53640747,9.938995361,-1,,25,1,1,1
R_3iyU8QFlCnaOt1H,Default Response Set,,,,134.76.136.171,,15.09.2015 10:58,15.09.2015 11:52,1,1,1,0,0,35.588,0,1,,,,,,,300,1,0,0,31.608,0,1,9,1,"Ich mí_chte meiner Gruppe einen Teil meines Gewinn abgeben, aber auch versichert sein, dass ich noch ein bisschen fí_r mih selber behalte.",1,9,8,8,9,9,8,8,9,1,4,2,7,1,5,1,7,6,8,7,7,9,7,3,9,5,8,9,7,4,9,6,8,2,0,15,0,1,8,9,1,2,3,2,2,"Ich denke, dass das Entscheidungsverhalten anhand der Zufriedenheit eines Menschen gezeigt werden soll. Wer schnell in Konkurrenzkí_mpfe tritt und nur auf Gewinn aus ist, der ist nicht so schnell zufrieden, wie jemand, der sich schon damit zufrieden gibt, die Menschen die er liebt um sich rum zu haben. Dabei spielt Vertrauen natí_rlich auch eine groíôe Rolle. Wer schnell anderen Menschen vertraut ist vielleicht naiv, aber zufriedener mit seinem Leben, als andere es eventuell sind.","Es wurde aussschlieíôlich auf die zwei Punkte ""konkurrenz"" und ""Gesellschaft"" eingegangen.",4,3,5,9,73,2,Norden,1,51.53640747,9.938995361,-1,,23,1,1,1
R_3k0pOvnkwrI2pw4,Default Response Set,,,,134.76.136.48,,08.09.2015 09:23,08.09.2015 11:23,1,1,1,0,0,144.227,0,1,0,1,0,0,10.91,0,,,,,,,1,9,1,"Unter Zeitmangel war 0cent die einfachste Variante, weil dazu in dem Beispiel gezeigt wurde, dass man mit 0cent Einsatz keinen schlechten Wert erreicht",1,6,9,9,8,9,7,7,7,9,8,4,6,1,9,6,1,4,2,9,6,9,7,9,8,2,8,9,5,1,5,5,1,3,15,14,0,4,1,4,3,3,3,1,2,"Untersuchung der Gruppendynamik bei Finanzentscheidungen. Altruismus, Konkurrenz, in Beziehung zur Persí_nlichkeit",nein,9,7,9,6,71,2,"Northeim, Niedersachsen",0,51.53640747,9.938995361,-1,,25,1,1,1
R_3k0RCUESAkzYBOW,Default Response Set,,,,134.76.136.66,,09.09.2015 09:55,09.09.2015 10:48,1,1,1,0,0,60.927,0,1,,,,,,,100,1,0,0,21.79,0,1,9,1,Ich mí_chte am Anfang erstmal schauen wie sich die anderen entscheiden damit ich meine entscheidung daran anpassen kann. ich habe zu beginn eine niedrigeren Betrag gewí_hlt damit ich nicht gleich ohne Geld dastehe.,1,6,7,6,5,6,6,6,5,4,7,3,4,5,6,5,4,6,6,6,7,6,6,6,6,3,7,5,6,4,4,4,6,3,0,4,0,0,4,5,1,3,1,2,2,Es soll gezeigt werden wie sich Leute in anonymen Situation entscheiden. Sprich wenn nicht zurí_ckgefí_hrt werden kann mit wem man gespielt hat und wie sich der einzelne Spieler verhalten hat. Entweder zum Wohl der Gruppe oder eher fí_r sein eigenes Wohl.,nein,3,3,4,3,72,1,Alzenau,2,51.53640747,9.938995361,-1,,24,1,1,1
R_3kijGtgFbDU28Td,Default Response Set,,,,134.76.136.48,,09.09.2015 11:40,09.09.2015 13:21,1,1,1,0,0,52.024,0,1,400,1,0,0,7.915,0,,,,,,,1,9,9,"damit alle etwas davon haben. wenn alle das hí_chste ausgeben, kí_nne alle das meiste bekommen und nicht nur einer mehr bekommen als die anderen, weil er nichts ausgibt",1,9,4,9,9,9,5,8,5,8,5,5,1,1,6,3,6,6,9,9,7,9,7,5,6,1,5,1,5,1,6,5,1,3,0,5,0,0,1,5,2,3,2,1,2,ich glaube es wurde versucht zu zeigen wie sehr man anderen vertraut oder inwiefern man auf sein eigenes wohl bedacht ist und anderen misstraut,nein,3,3,9,4,73,2,"Dresden, Deutschland",1,51.53640747,9.938995361,-1,,23,1,1,1
R_3Lb5N0p7cGwhvqp,Default Response Set,,,,134.76.136.83,,15.09.2015 11:01,15.09.2015 11:48,1,1,1,0,0,56.171,0,1,,,,,,,400,1,0,0,19.393,0,1,9,9,"Damit die Chance, dass jeder viel Geld bekommt noch am hí_chsten ist. Ich hoffe, dass jeder aus meiner Gruppe so entschieden hat.",1,5,6,8,7,9,7,9,7,8,8,8,8,7,8,7,3,8,7,9,9,9,6,9,8,8,7,8,7,7,9,7,6,4,1,10,0,1,7,9,1,3,3,1,2,Vielleicht Egoismus oder Teamfí_higkeit im Zusammenhang mit der eigenen Selbstwahrnehmung,nein,9,7,9,7,72,2,Hann. Mí_nden/ Deutschland,0,51.53640747,9.938995361,-1,,24,1,1,1
R_3lWZ4FfAMJ5gJQK,Default Response Set,,,,134.76.136.186,,09.09.2015 15:39,09.09.2015 16:20,1,1,1,0,0,83.891,0,1,,,,,,,400,1,0,0,11.862,0,1,9,1,"In der Hoffnung, dass alle den hí_chst mí_glichen Beitrag von 4 ä‰å zur Gruppe beisteuern habe ich mich fí_r 4 entschieden, da dies (ewnn die drei anderen auch so entscheiden) den Gewinn fí_r alle maximieren wí_rde",1,5,7,3,9,5,2,6,2,3,2,6,3,1,3,2,7,8,8,8,8,9,5,6,6,7,7,9,5,6,7,7,3,3,8,8,0,3,6,7,3,1,2,2,2,Je nach dem wie stark die eigene Konkurrenzneigung oder der Wunsch der Beste / Gewinner zu sein ausgeprí_gt ist hat das einen Einfluss auf die Entscheidung wie viel man einbehí_lt oder zur Gruppe beisteuert.\Eventuell ist auch generelle Hilfsbereitschaft /Altruismus ein Faktor der mit geprí_ft wurde im Fragebogen,"Ich vermute, dass die meisten nciht die vollen 4 ä‰å beigesteuert haben, sondern entweder nur einen Teil oder 0 ä‰å",5,5,2,2,69,2,"Deutschland, Lí_bbecke",0,51.53640747,9.938995361,-1,,27,1,1,1
R_3MyRXHmXFDZkO4A,Default Response Set,,,,134.76.136.186,,09.09.2015 11:44,09.09.2015 13:19,1,1,1,0,0,95.503,0,1,200,1,0,0,8.484,0,,,,,,,1,9,1,erstmal schauen was die anderen so geben,1,8,7,9,2,6,3,5,5,7,7,7,4,6,6,3,3,3,3,6,7,5,8,6,7,2,3,7,4,7,7,5,6,4,0,10,0,1,4,6,2,3,3,2,2,konkurrenzverhalten und egoismus. wie verhalten sich menschen in gruppen wenn es um besitz bzw. geld geht,nein,5,2,4,4,71,1,Hannover Deutschland,0,51.53640747,9.938995361,-1,,25,1,1,1
R_3n1O3zmBvVFXME7,Default Response Set,,,,134.76.136.60,,14.09.2015 12:57,14.09.2015 14:24,1,1,1,0,0,94.141,0,1,,,,,,,400,1,0,0,7.938,0,1,9,1,Da es das Optimum fí_r die gesamte Gruppe darstellt.,1,8,7,8,8,5,6,8,3,3,6,2,3,2,4,3,3,6,8,6,9,8,8,7,6,2,3,3,4,7,7,1,2,3,5,5,0,2,3,8,3,3,3,1,2,"Es sollte das Verhalten der Versuchsperson in der Gruppe untersucht werden. Ist er/sie am ""Gemeinwohl"" orientiert oder handelt er/sie egoistisch.","Ich vermute, dass man gar nicht in mit anderen Versuchspersonen in ""Kontakt"" tritt. Sondern die anderen Gruppenmitglieder ""Bots"" sind.",6,2,6,2,71,1,"Zicherie, Deutschland",0,51.53640747,9.938995361,-1,,25,1,1,1
R_3n30hCrrK4f4lq4,Default Response Set,,,,134.76.136.186,,14.09.2015 10:58,14.09.2015 11:53,1,1,1,0,0,96.1,0,1,240,1,0,0,8.168,0,,,,,,,1,9,1,"da, ich ein wenig geld sicher behalten wollte, und dennoch etwas zu dem ergebnis der Gruppe beitragen wollte, habe ich mich fí_r etwas mehr als die hí_lfte des mí_glichen betrages entschieden. Da ich mir vorstellen kann, dass auch meine anderen Gruppenmitglieder í_hnlich entscheiden werden.",1,6,8,7,7,9,9,8,5,7,5,6,5,1,6,1,3,9,6,9,9,9,9,9,8,2,8,8,8,5,6,6,3,3,4,4,0,0,7,9,3,2,1,2,2,"Ich vermute, dass es darum geht, ob man Menschen, die man nicht kennt und von denen man noch nichtmal weiíô, wie sie aussehen, zutraut dem Wohl der Gruppe zuliebe zu Handeln, oder selbst eher vorsichtig ist.","Ich hatte kaum Zweifel oder Vermutungen, ich finde es selbst eher spannend, was am Ende dabei herauskommt.",4,5,5,2,71,2,Gí_ttingen,0,51.53640747,9.938995361,-1,,25,1,1,1
R_3noAn9lC9KW3WEa,Default Response Set,,,,134.76.136.232,,08.09.2015 09:24,08.09.2015 11:21,1,1,1,0,0,71.046,0,1,90,1,0,0,18.062,0,,,,,,,1,9,1,"Ich habe nicht viel beigetragen, weil es durch persí_nliche Erfahrungswerte í_blich ist, dass andere genauso wenig beitragen",1,4,9,6,7,5,4,8,5,3,8,2,4,1,4,2,8,7,4,7,9,8,9,4,7,1,1,2,8,2,2,2,5,4,8,7,0,0,4,8,1,2,2,2,2,"Inwieweit man fremden Menschen bezí_glich Geldangelegenheiten vertrauen kann. Dies wird auf Basis des individuellen Vertrauensgefí_hl des Teilnehmers beurteilt. Je mehr Vetrauen dieser in Fremde hat, desto hí_her ist der Betrag, den er zum gemeinsamen Gruppenkonto beigesteuert hat.",nein,9,7,9,7,76,2,Gí_ttingen,0,51.53640747,9.938995361,-1,,20,1,1,1
R_3nquQD4sOtVo9hz,Default Response Set,,,,134.76.136.62,,11.09.2015 12:21,11.09.2015 13:17,1,1,1,0,0,70.473,0,1,,,,,,,100,1,0,0,42.728,0,1,9,1,"Einerseits die Unsicherheit, dass die anderen Personen sich dazu entschieden haben nichts zum gemeinsamen Projekt beizutragen (es sind ja Unbekannte), andererseits, dass jeder mehr bekommt wenn jeder einzahlt.",1,6,1,8,8,5,7,5,5,3,3,3,1,2,5,2,3,8,7,9,9,8,8,7,9,6,6,9,3,1,2,7,9,3,0,6,0,1,3,9,3,3,3,2,2,Inwieweit man fremden Menschen vertraut und mit ihnen interagiert wenn es um sein eigenes Wohl geht (hier der ausgezahlte Betrag). Inwiefern dies mit seiner Persí_nlichkeit und den Ansichten zu verschiedenen Dingen zu tun hat,"Wie sich die anderen Leute entscheiden, da ich sie nicht kenne. Wí_ren es meine Freunde hí_tte ich eher vermutet dass jeder so viel gibt dass wir als Gruppe jeder den maximalen Betrag bekommen. Bei Fremden kann man dies nur schwer einschí_tzen",4,2,2,5,76,2,Gí_ttingen,1,51.53640747,9.938995361,-1,,20,1,1,1
R_3nToP9Jp9ZN0WRe,Default Response Set,,,,134.76.136.120,,15.09.2015 08:59,15.09.2015 10:20,1,1,1,0,0,73.838,0,1,243,1,0,0,10.274,0,,,,,,,1,9,1,"Ich vermute, dass die meisten der Teilnehmer spekulieren, dass die anderen altruistisch handeln, also mehr Geld beisteuern. Ich nachhinein war meine Entscheidung nicht richtig, da ich vermute, ich hí_tte am meisten beisteuern sollen. Hintergund der Entscheidung ist ein Artikel auf SPON, in dem ein í_hnliches Experiment durchgefí_hrt wurde. An die genauen Details kann ich mich aber nicht mehr erinnern, so dass ich mir selber gar nicht mehr sicher bin, wie man am meisten Profit erzielt.",1,7,6,9,4,7,7,9,5,8,9,5,6,1,8,6,6,5,8,9,9,9,8,1,7,3,9,9,6,2,1,5,7,1,2,2,0,0,1,7,3,3,2,1,2,"Es soll gezeigt werden, in wie fern Menschen den monetí_ren Profit einem Gruppenprojekt vorziehen. In diesem Experiment wurde dies mit einem Einsatz in Form von Geld fí_r ein Gemeinschaftsprojekt probiert.",nein,9,7,9,9,78,1,"Gí_ttingen, Deutschland",1,51.53640747,9.938995361,-1,,18,1,1,1
R_3NXq4H0O2YtzEBq,Default Response Set,,,,134.76.136.62,,09.09.2015 14:11,09.09.2015 14:48,1,1,1,0,0,112.981,0,1,330,1,0,0,13.139,0,,,,,,,1,9,1,Ich mí_chte eine gute Auszahlung fí_r alle erreichen,1,7,7,9,4,9,3,7,6,2,2,3,4,4,6,3,2,9,8,8,9,9,6,8,6,2,2,9,7,1,7,4,5,3,9,1,0,0,7,7,3,3,3,2,2,Vertrauen in Bezug auf Kollektivismus / Individualismus?,nein,2,6,2,7,73,2,Kassel,1,51.53640747,9.938995361,-1,,23,1,1,1
R_3OdCZ6TuLjUQq3L,Default Response Set,,,,134.76.136.171,,14.09.2015 15:12,14.09.2015 16:02,1,1,1,0,0,126.723,0,1,,,,,,,200,1,0,0,16.5,0,1,9,9,Anfang 4 ä‰å \gegeben 2x\zurí_ck: 2(xyzr)\Ergebnis 4-x+2(xyrz),1,6,9,9,9,5,8,3,1,7,7,6,1,1,5,8,7,8,9,7,3,8,6,1,1,1,6,1,7,8,6,1,2,4,0,12,3,3,7,7,3,1,1,1,2,"Keine Ahnung.\Inwieweit man anderen vertraut und ob man das durch das Experiment zeigen kann. Zeigen durch, wenn jmd weiíô, wie man das meiste erhí_lt, ob man dann auch so handedlt, dass andere das meiste erhalten.","Zweifel, ob meine Lí_sungsstrategie richtig war.",9,7,7,7,75,2,"Berlin , Deutschland",0,51.53640747,9.938995361,-1,,21,1,1,1
R_3OeTmQYI3ZOqmkP,Default Response Set,,,,134.76.136.83,,09.09.2015 11:48,09.09.2015 13:30,1,1,1,0,0,78.528,0,1,,,,,,,400,1,0,0,12.653,0,1,9,9,"Wenn alle 400 ct gesetzt haben so bekommt die Gruppe insgesamt mehr Geld. Dieser Betrag kann wieder in der ní_chsten Runde eingesetzt werden, sodass der Betrag exponentiell steigt. Voraussetzung ist, dass jeder so denkt und nicht eingenní_tzig ist.",1,3,7,5,9,5,6,6,7,3,6,2,7,5,7,7,2,8,5,9,8,9,7,6,8,3,3,8,8,2,8,8,2,1,5,5,0,0,7,9,3,2,3,2,2,"Es geht um das Vertrauen von/an Mitmenschen, um das Gruppendenken, um die Eigenní_tzigkeit.",Es ist wahrscheinlich dass eine/r nicht alles gesetzt hat. Aber ich vertraue den Leuten.,3,5,3,5,73,1,Gí_ttingen,0,51.53640747,9.938995361,-1,,23,1,1,1
R_3OwntdLBFUfcsPD,Default Response Set,,,,134.76.136.152,,11.09.2015 10:17,11.09.2015 11:28,1,1,1,0,0,17.254,0,1,,,,,,,400,1,0,0,31.747,0,1,9,1,Ich hoffe auf die Nettigkeit meiner Mitspieler,1,5,5,7,8,6,6,5,5,5,5,5,2,2,5,3,4,7,7,7,7,8,6,7,7,5,5,4,4,2,3,4,4,4,5,5,0,0,7,8,1,2,3,2,2,Vertrauen in unbekannte Personen,Sind meine Mitspieler auch sozial eingestellt?\Kommen mehr als nur eine Entscheidung?,3,5,2,6,72,2,"Deutschland, Heidelberg",0,51.53640747,9.938995361,-1,,24,1,1,1
R_3p5Pte4bYGKxBSI,Default Response Set,,,,134.76.136.83,,09.09.2015 09:56,09.09.2015 10:51,1,1,1,0,0,72.775,0,1,400,1,0,0,7.621,0,,,,,,,1,9,1,"Ich hoffe, dass alle ihre 4 Euro beitragen, und so die Gruppe am Ende alle gleich viel bekommen. DIe Sorge, dass das einer (mehrere) nicht tut ist da, trotzdem mí_chte ich nicht diejenige sein, die auf Verlust der anderen mehr Geld bekommt.",1,4,5,7,8,9,6,8,4,3,6,5,4,1,3,5,3,9,7,9,8,9,9,6,8,4,3,9,5,4,6,6,5,2,20,6,0,2,6,8,1,3,2,2,2,"Egoistische Menschen, die eher auf Gewinn aus sind und ihren eigenen Profit maximieren mí_chten, hí_tten hier 0 Euro eingesetzt. Kollektivistisch ausgerichtete hilfbereite Menschen tendieren eher dazu, mehr Geld einzusetzten fí_r das Gruppenwohl. Gezeigt an dem Geldeinsetzten zu Beginn im Vergleich zu Persí_nlichkeitsprofile/ EInschí_tzungen zu den Menschen der heutigen Gesellschaft",nein,4,3,4,3,72,2,"Naumburg, Hessen",1,51.53640747,9.938995361,-1,,24,1,1,1
R_3PGCEhundVU28a6,Default Response Set,,,,134.76.136.184,,11.09.2015 09:48,11.09.2015 11:33,1,1,1,0,0,96.889,0,1,,,,,,,0,1,0,0,20.099,0,1,5,1,"Ich gehe davon aus, dass die anderen beiden Personen jeweils die gesamten 4,00ä‰å abgegeben haben",1,9,9,9,9,8,8,9,9,8,9,4,1,8,9,9,1,8,8,9,7,9,6,7,9,2,3,1,4,2,1,7,2,1,0,3,0,1,7,8,1,2,1,2,2,"Ich denke, dass die Studie Aufschluss darí_ber geben soll, inwiefern der Einzelne bereit ist, einem Fremden Menschen etwas zu geben, ohne diese Person je gesehen zu haben. Durch die zufí_llige Auswahl der 2 weiteren Personen wurde sichergestellt, dass der einzelne Teilnehmer nicht erkennen kann, fí_r welche Gruppe er die Entscheidungen zu Beginn des Experiments treffen musste.",nein,3,5,9,5,72,1,"Lí_beck, Deutschland",2,51.53640747,9.938995361,-1,,24,1,1,1
R_3PGpuDvyYTa9YMS,Default Response Set,,,,134.76.136.167,,14.09.2015 11:03,14.09.2015 11:52,1,1,1,0,0,65.329,0,1,400,1,0,0,13.101,0,,,,,,,1,9,5,"Da ich gehofft habe, wenn jeder auch seinen gesamten Beitrag einzahlt, alle fair ausgezahlt werden.",1,6,5,9,9,8,2,7,5,4,7,2,6,1,4,6,5,8,7,9,9,8,8,7,9,3,8,8,3,7,2,6,8,1,0,0,0,0,7,8,3,2,3,2,1,"Ich denke in dieser Studie soll gezeigt werden, wie fremde Menschen miteinander umgehen bzw. ob sie Fremden vertrauen. Auíôerdem soll getestet werden, ob Menschen fí_r das Wohl Anderer (Fremder), Eigenes (in diesem Fall Geld) zurí_ckstellen wí_rden.",nein,3,4,2,4,74,2,"Gí_ttingen, Deutschland",0,51.53640747,9.938995361,-1,,22,1,1,1
R_3PSuMH86M24JNiI,Default Response Set,,,,134.76.136.167,,10.09.2015 11:32,10.09.2015 13:30,1,1,1,0,0,171.402,0,1,,,,,,,300,1,0,0,41.468,0,1,9,1,"in der Hoffnung, dass die anderen auch eher die Gruppe als ganzes und nicht sich selbst bedenken. Weil ich nicht selbstsí_chtig sein mí_chte und in meiner Situation nicht auf das Geld angewiesen bin. Und wenn keiner etwas beitragenwí_rde , wí_rde (soweit ich das verstanden habe) í_berhaupt nichts dabei herumkommen",1,4,6,9,5,9,5,7,7,5,4,3,4,1,4,2,6,7,4,5,9,8,8,3,9,4,7,9,7,5,4,5,7,2,0,5,0,2,6,8,3,2,1,2,2,"Unterschied zwischen der persí_nlichen Meinung/Haltung in Bezug auf Fairness, Gerechtigkeit, Gewinn/Verlust, Konkurrenz, Teamwork, Vertrauen zu Unbekannten (hier per Fragebogen) und dem konkretem Handeln in solchen Situationen (hier die Geldentscheidungen in der Gruppe)","Ich habe beispielsweise í_berlegt, wie ich tatsí_chlich handeln wí_rde, wenn mich ein Verwandter um finanzielle Unterstí_tzung bittet und generell bezweifelt, ob man wirklich immer das tut, was man theoretisch fí_r richtig hí_lt",9,5,3,7,73,2,"Gí_ttingen, Deutschland",1,51.53640747,9.938995361,-1,,23,1,1,1
R_3q9vuLbGAdDtTo5,Default Response Set,,,,134.76.136.120,,11.09.2015 10:10,11.09.2015 11:29,1,1,1,0,0,69.544,0,1,,,,,,,100,1,0,0,19.664,0,1,9,9,"Je nachdem, wie viel die anderen fí_r die Gruppe spenden, besteht die Mí_glichkeit einwenig Geld hinzuzuverdienen, jedoch auch noch einen gewissen Betrag zu behalten.",1,4,7,8,5,9,3,5,7,2,4,2,7,1,4,4,7,8,7,9,9,9,8,4,9,6,3,9,3,5,2,6,9,1,0,0,0,0,5,9,3,3,2,2,2,"Die Verhaltensweisen eines Menschen inn einer Gruppe. Die Interaktion zwischen den einzelnen Gruppenteilnehmern, wie auch das Vertrauen gegení_ber Fremden.",nein,9,9,9,7,74,2,"Geltendorf, Deutschland, Bayern",2,51.53640747,9.938995361,-1,,22,1,1,1
R_3qDRZfKd2cCSCsP,Default Response Set,,,,134.76.136.83,,09.09.2015 15:40,09.09.2015 16:20,1,1,1,0,0,73.661,0,1,,,,,,,300,1,0,0,18.467,0,1,9,1,"ich hoffe auf die mitarbeit der anderen, sodass wir gemeinsam einen hohen betrag erzielen kí_nnen. durch mein misstrauen setze ich jedoch nicht alles ein",1,8,3,7,8,9,7,7,7,2,7,2,2,1,6,3,8,8,8,9,9,8,6,9,4,3,2,8,6,7,3,8,5,2,0,8,0,2,4,6,1,2,2,1,2,es wird zum verhí_ltnis von vertrauenseinstellung gegení_ber unbekannten und tatsí_chlich abgepí_ften vertrauens (geld riskieren) geforscht,"ich hatte leichte zweifel, ob mein handeln mit meinem selbstbild í_bereinstimmt, und zweifle an der entscheidung der anderen teilnehmer",5,5,2,5,74,2,"Deutschland, Osterode",0,51.53640747,9.938995361,-1,,22,1,1,1
R_3qUQ4Hlo1ejAJO8,Default Response Set,,,,134.76.136.60,,09.09.2015 14:06,09.09.2015 14:49,1,1,1,0,0,54.898,0,1,400,1,0,0,4.547,0,,,,,,,1,9,1,"Tit for tat Strategie, in der Hoffung, dass die mit zugeteilten Partner (womí_glich Psychologiestudenten auf der Suche nach VPN-Stunden) sie auch kennen und daran interessiert sind, den Gesamtgewinn zu maximieren - auch um etwaige zukí_nftige Interaktionen zu positiv zu beeinflussen.",1,9,6,9,1,7,3,3,8,9,1,9,1,2,1,1,7,6,1,9,8,7,2,3,3,1,1,8,8,7,9,6,8,4,0,20,0,5,6,7,1,1,3,2,2,"Kontrollgruppe zu ""Vertrauen unter Fremden"" ohne Stimuli, die auf eine gemeinsame soziale Identití_t hinweisen kí_nnten.",nein,9,7,2,6,68,1,Deutschland,0,51.53640747,9.938995361,-1,,28,1,1,1
R_3R3EvN6bwScJbtC,Default Response Set,,,,134.76.136.152,,14.09.2015 09:02,14.09.2015 10:32,1,1,1,0,0,93.311,0,1,58,1,0,0,10,0,,,,,,,1,9,1,"Weil ich fí_r das gemeinsame Projekt beitragen will, sowie fí_r mich persí_nlich eine gute Situation haben mí_chte.",1,8,9,7,8,9,8,7,8,7,8,6,8,1,6,6,5,7,7,6,8,8,5,7,8,2,8,7,6,6,6,6,9,1,2,2,0,1,6,8,3,3,1,2,2,"Die Bereitschaft des Individuums zum gemeinsamen Gutgehen beizutragen durch finanzieller Stí_tze trotzt Konkurenzdrang/Egoismus was zur heutige Erziehung gehí_rt. Einzigeitig sein, der beste sein.",Nein,4,6,4,5,71,2,"Constanta, Rumí_nien",0,51.53640747,9.938995361,-1,,25,1,1,1
