V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ICR,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,TPC_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy,Un1,Un2
R_8zU5lpDlY5j8AVz,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:29,1,1,1,0,0,76.246,0,1,0,1,3.388,3.388,7.384,1,,,,,,,1,9,1,"Dado que no conozco, ni puedo interactuar con los demàs participantes, asumo que actuaràn de forma egoÕsta. Por lo tanto optaràn por maximizar el beneficio personal y no el grupal. De tal modo que espero que no contribuyan al fondo comÏn. Por otro lado si contribuyen al fondo comÏn, dado que no es una operaciÑn que se va a repetir y no conozco a las otras personas, tambi_n me beneficia màs no aportar nada al fondo comÏn. ",1,7,7,8,7,6,9,9,6,3,8,8,8,6,7,7,8,8,7,7,7,7,8,7,6,2,2,5,6,5,3,3,9,4,2,2,0,1,5,7,3,1,2,1,2,Creo que intenta demostrar que sin los incentivos adecuados a cooperar los sujetos seràn egoÕstas y velaràn por el inter_s personal y no grupal.,"Sospecho que la mayorÕa de gente no cooperarà. Ademàs no creo sinceramente que se formen grupos de 4 con otros participantes, sino que sea algo màs bien aleatorio. ",5,3,5,3,75,1,"Barcelona, Catalunya ",0,41.38879395,2.158996582,-1,11,1
R_9Fd0IjaUygIpNBv,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:27,1,1,1,0,0,106.693,0,1,0,1,8.856,10.509,14.681,3,,,,,,,1,9,1,"Porque creo que los demàs difÕcilmente van a contribuir al fondo comÏn, por ello prefiero asegurar 2'5 y esperar a que los demàs hayan contribuido algo para maximizar beneficios.",1,6,3,8,3,4,6,7,9,6,6,8,5,2,7,6,4,8,7,9,5,6,6,7,6,8,9,6,7,2,7,9,9,3,6,6,0,0,6,9,1,2,3,2,2,Intenta demostrar la confianza de la gente con extra_os en situaciones donde el _xito personal este de por medio.,No entiendo la relaciÑn que tiene con la familia. Es decir el por qu_ de la pregunta sobre si dejarÕa de hacer algo que mi familia no quisiera.,4,7,4,3,76,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_bHgdk713BobkeWZ,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:19,4/13/16 16:29,1,1,1,0,0,54.021,0,1,0,1,4.648,4.648,6.133,1,,,,,,,1,9,1,"EscogÕ no contribuir nada porque creo que la mayorÕa de participantes optarà por esa opciÑn. Por tanto, preferÕ no arriesgarme y ganar menos. Tambi_n he tenido en cuenta que siempre hay algÏn participante que se arriesga y decide contribuir con todo su dinero, asÕ que quizàs tengo suerte.",1,7,6,9,6,8,8,7,8,6,8,4,8,6,6,6,6,6,5,6,8,6,5,5,5,2,4,3,6,5,4,4,5,3,17,17,0,3,2,6,3,3,3,2,2,"Intentaba demostrar hasta que punto somos egoÕstas con los demàs, y lo intentaba demostrar a trav_s de las decisiones que uno debÕa tomar en el experimento; es decir, si el participante decidÕa no contribuir e intentar ganar màs dinero, demostraba que no colabora con los desconocidos y que sÑlo vela por sus propios intereses",no,5,4,5,4,73,1,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_bjG8b5wDaGp8qAx,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:26,1,1,1,0,0,78.997,0,1,,,,,,,50,1,14.123,14.123,23.367,1,1,9,1,"la aportaciÑn al grupo fue de esa cantidad porque creo que es la mejor manera de que todos perdamos el mÕnimo de dinero posible con la contribuciÑn pero siendo altruistas con el resto de miembros, es decir, es egoÕsta quedarse con 250cts y ganar màs dinero una persona, cuando posiblemente todos los miembros del grupos est_n dispuestos a contribuir dejando de lado que pueden ganar màs dinero si deciden no aportar nada, por el bien del grupo. ",1,4,8,8,3,7,7,8,8,1,1,1,5,1,1,1,4,5,7,8,8,1,8,1,6,1,1,3,1,1,4,3,7,3,3,3,0,0,3,4,3,3,3,1,2,"intentaba demostrar como los juicios de valor sobre las demàs personas influyen en nuestra toma de decisiones, la desconfianza nos que tenemos hacia los demàs nos perjudica a la hora de tomar decisiones racionales. ",no,5,2,2,3,73,2,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_Bsr1w2H5943KPv3,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:32,1,1,1,0,0,73.752,0,1,100,1,4.629,4.629,6.232,1,,,,,,,1,9,1,Me pareciÑ una cantidad intermedia que me permitirÕa colaborar y mantener una parte para mi,1,8,3,9,6,5,7,8,5,5,3,4,5,3,7,6,2,8,8,8,8,6,8,5,5,7,4,8,5,6,5,7,9,1,6,5,0,2,7,9,1,2,3,2,2,En que medida nos intentamos aprovechar en una situaciÑn en la que la colaboraciÑn hace mejorar pero abstenernos de ella nos beneficia,no,3,5,3,5,74,1,"Gold Coast, Australia",1,41.38879395,2.158996582,-1,11,1
R_bvc9z8Axl6TmDF7,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:32,1,1,1,0,0,56.649,0,1,0,1,7.465,7.465,8.939,1,,,,,,,1,9,1,Porque creo que los demàs del grupo no van a aportar i si yo aporto pierdo dinero,1,7,5,9,8,9,8,6,7,2,2,2,2,2,5,8,7,8,8,7,9,2,9,8,6,5,3,8,3,5,4,3,8,3,9,9,0,1,6,8,2,2,1,2,1,CÑmo tomamos decisiones cuando otras personas tambi_n deben tomarlas y nuestros resultados son interdependientes,no,2,6,2,6,74,2,"Barcelona, Espanya",0,41.38879395,2.158996582,-1,11,1
R_CdyH26ZFBOUDLfH,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:28,1,1,1,0,0,68.929,0,1,50,1,6.004,6.004,8.122,1,,,,,,,1,9,1,ElegÕ contribuir con 50 centimos porque pienso que las otras personas aportaran 0 centimos al estudio,1,7,6,8,8,8,7,7,8,5,5,5,5,6,6,6,5,6,7,7,7,8,7,6,7,3,2,7,4,6,6,5,6,3,3,3,0,1,2,6,3,3,2,1,2,Pienso que este estudio intentaba demostrar el nivel de egoÕsmo teniendo en cuenta que no conoces a las personas con las que debes hacer el fondo comÏn,"he tenido alguna duda al principio en cuanto a que aleatoriamente se ha asignado a tres personas para compartir el fondo comÏn. pienso que no se ha hecho tal acto, sino que solo servÕa para evaluar la decisiÑn que tomaba",9,2,2,2,77,2,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_DjWdcNTxJjgJqox,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:33,1,1,1,0,0,163.558,0,1,250,1,10.375,10.375,11.827,1,,,,,,,1,9,1,"He aportado 250 porque es una opciÑn menos arriesgada. Si los otros tambi_n cooperan, el grupo obtendrà un mejor resultado en todo su conjunto. Si yo no hubiese aportada nada no hubiera tenido asegurada una utilidad final buena. ",1,5,7,8,5,8,8,8,6,3,5,3,7,5,5,5,3,8,7,8,9,9,8,5,6,5,5,7,5,5,8,5,8,2,4,4,0,0,6,7,3,3,3,1,2,Intenta demostrar la posible confianza y cooperaciÑn de uno con los demàs. Se intenta demostrar a trav_s del juego inicial y del cuestionario posterior basado en preguntas sobre esta materia. ,No,6,2,6,2,74,2,"Espa_a, Figueres",1,41.38879395,2.158996582,-1,11,1
R_eUMenKny6T4u7lL,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 14:13,4/13/16 14:23,1,1,1,0,0,69.745,0,1,0,1,5.571,7.079,8.673,2,,,,,,,1,9,1,"De esta manera me aseguro poder recibir el mÕnimo del dinero, y a la vez tambi_n opto a ganar una suma mayor.",1,7,7,9,7,6,8,8,8,7,6,6,5,4,8,7,5,8,7,9,9,7,7,6,6,4,4,4,5,7,4,6,9,3,1,3,0,0,3,6,2,3,3,1,2,Acerca de como una personalidad màs competitiva puede influir a la hora de tomar situaciones econÑmicas.,No.,9,6,4,5,76,2,"Reus, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_O9XXBeWPUMtTXAl,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:11,4/13/16 13:26,1,1,1,3.815,125.861,126.477,7,1,,,,,,,100,1,17.377,24.502,25.718,2,1,9,1,Si solo yo pongo 250 y los demàs no lo ponen me quedo como 500/3 que es menos de 250 por lo que saldrÕa perdiendo. He puesto una cantidad baja puesto que contribuir con 0 es demasiado egoÕsta.,1,7,7,9,4,8,7,7,9,3,2,4,7,1,7,3,6,6,3,7,3,7,8,3,6,7,4,5,7,7,3,2,3,1,5,5,0,1,8,8,1,3,3,2,2,"Cuanto la gente confÕa en el criterio de las otras personas, si contribuyen de manera anÑnima a un grupo que no conocen.",no,2,6,3,4,77,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_pE2072Gkayks4nf,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:25,1,1,1,0,0,44.208,0,1,,,,,,,250,1,16.781,16.781,17.982,1,1,9,1,Consider_ que si el resto del grupo tomaba la misma decisiÑn saldrÕamos ganando todos.,1,9,9,9,7,5,8,6,7,3,1,3,1,3,7,2,7,9,8,9,9,8,8,6,6,1,2,8,3,4,5,7,8,3,10,9,0,0,5,8,3,2,3,1,2,"La interacciÑn de los miembros individuales de un grupo y cÑmo sus intereses personales pueden afectar a la bÏsqueda del bien comÏn, usando para ello el factor monetario como sacrificio y/o objetivo.",No,9,5,4,2,77,2,"Palma de Mallorca, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_pmZBLakqIdnAuBP,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:40,1,1,1,0,0,153.859,0,1,0,1,11.069,11.069,13.811,1,,,,,,,1,9,1,"Por pensar que los demàs no contribuirÕan al fondo comÏn, todos como egoÕstas buscan el mejor para cada uno sin tener que aportar nada. ",1,6,7,8,7,8,8,7,6,7,2,5,1,6,7,2,6,3,5,8,9,8,9,8,8,3,1,5,5,5,5,6,9,3,3,3,0,0,6,8,3,3,2,2,2,Es un estudio que intenta observar si la toma de decisiones va relacionada con ciertos factores individuales relacionados con la confianza en los demàs. ,NO,5,2,4,2,72,2,Barcelona,1,41.38879395,2.158996582,-1,11,1
R_PRPoPj9HDaCvl2p,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:25,1,1,1,0,0,44.719,0,1,250,1,7.662,7.662,9.081,1,,,,,,,1,9,1,"Lo he escogido porque es el dilema del prisionero, que ya he realizado otras veces aquÕ y porque lo he estudiado. AsÕ, contribuyo a ganar màs pensando que los demàs lo conocen y haràn lo mismo.",1,5,8,6,9,9,8,8,9,4,8,4,7,1,8,7,9,4,9,9,9,9,9,8,8,5,6,8,4,3,1,6,9,5,6,6,0,0,8,9,2,3,3,2,2,Creo que se intenta demostrar la confianza que tenemos en los demàs cuando son desconocidos y su altruismo. Se intenta demostrarlo con el experimento: las decisiones de confianza y los cuestionarios de personalidad.,No,7,2,4,4,76,2,Espa_a,0,41.38879395,2.158996582,-1,11,1
R_pv2tJx4VRLDVrqh,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:27,1,1,1,0,0,62.691,0,1,150,1,10.63,10.63,14.916,1,,,,,,,1,9,1,"Està aproximadamente en el medio, por lo tanto no arriesgo del todo.",1,7,6,8,7,6,7,7,7,6,5,4,3,1,6,6,4,8,9,8,7,7,6,8,8,4,3,4,5,2,5,3,9,1,1,1,0,0,5,7,3,3,2,2,2,Pienso que intenta demostrar hasta qu_ punto la gente puede llegar a ser competitiva y mirar màs por si mismo que por el bien comÏn.,No.,2,6,2,2,78,2,"Alcudia, Baleares, Espa_a",2,41.38879395,2.158996582,-1,11,1
R_Q0M3yxH8QTi1U0V,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:32,1,1,1,0,0,63.46,0,1,49,1,11.57,22.55,25.386,2,,,,,,,1,9,1,he escogido 50 porque quiero ganar un poco màs que los demàs pero a la vez contribuyendo al fondo comÏn para doblar lo que yo he puesto,1,7,6,7,7,7,7,7,7,7,6,6,6,6,5,6,4,6,6,7,6,7,6,4,6,5,5,7,5,6,5,4,9,4,8,8,0,0,5,8,3,1,3,1,2,"Pienso que intenta demostrar, segÏn ciertas caracterÕsticas de la persona, que nivel de egoÕsmo o de buscar el bien personal en vez del comÏn tienen",puede que quizà no se interactÏe con las otros participantes del expermiento,6,2,4,3,78,1,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_QaCv012E448ePwR,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:19,4/14/16 16:35,1,1,1,0,0,95.052,0,1,100,1,6.745,6.745,9.176,1,,,,,,,1,9,1,Para hacer un promedio de la cantidad que me podrÕa llevar y la del grupo. No he querido ser muy egoÕsta y no dar nada pero tampoco demasiado altruista y que me lleve yo menos dinero que los demàs.,1,7,7,8,9,9,6,8,7,8,8,8,3,7,9,3,1,7,9,6,8,6,6,8,8,4,5,7,4,5,8,5,9,2,1,1,0,0,6,9,3,3,1,2,2,"Creo que intentaba demostrar el egoÕsmo por naturaleza de la humanidad, pero eso es un hecho ya demostrado cientÕficamente y postulado por libros de inter_s como ""El gen egoÕsta"". Asimismo, tambi_n creo que pretendÕa averiguar en qu_ medida confiamos en el resto de la gente, aunque estos se nos presenten como desconocidos. Lo intentaba demostrar con la apuesta de los 2,5ó, que en relaciÑn a el Ïnico experimento que hice, me parece poco arriesgado, ya que en ese llegu_ a ganar 22ó.",No.,6,2,6,2,78,2,"AscÑ, Catalunya",0,41.38879395,2.158996582,-1,11,1
R_rkgG1Mtq685KwXD,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:32,1,1,1,0,0,64.347,0,1,,,,,,,125,1,13.708,18.052,20.314,2,1,9,1,Quiero aportar mi poquito al grupo pero no quiero arriesgarme a perder dinero asÕ que solo he aportado la mitad.,1,8,7,9,7,5,9,2,9,1,1,2,1,1,2,4,8,9,6,9,9,3,7,1,1,1,1,3,2,1,6,4,2,4,10,10,0,0,7,6,3,3,3,2,2,"Si la gente confÕa o no en los demàs miembros de su equipo a pesar de no conocerlos. Si todos colaboramos el beneficio global aumenta, pero solo que alguien mire màs por su propio inter_s se reduce, asÕ que el punto està en la confianza en la cooperaciÑn o la fe en el individualismo.","Por tantas veces que se ha repetido que no hay enga_o empiezo a pensar de que los beneficios se distribuiràn justamente al rev_s de lo planteado, pero a primeras no hubiera sospechado nada",4,3,4,3,73,1,Barcelona,1,41.38879395,2.158996582,-1,11,1
R_s67jC7ExatYkMxj,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:13,4/13/16 13:24,1,1,1,0,0,93.434,0,1,0,1,8.643,8.643,9.916,1,,,,,,,1,9,1,No tener la certeza de que mis compa_eros aportaran el màximo y necesidad economica,1,9,8,7,7,9,7,8,9,3,4,3,3,5,6,2,7,8,6,8,9,9,9,8,8,2,1,1,9,5,9,3,7,1,3,3,0,0,6,6,3,3,2,2,2,intenta demostrar nuestro grado de confianza con nuestro entorno gracias al juego economico,no,7,9,2,2,75,1,"Barcelona, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_s858IFQmf1xPnIR,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:37,1,1,1,0,0,94.878,0,1,,,,,,,250,1,2.494,2.494,10.046,1,1,9,9,Es lo que beneficiarÕa a todos màs. Si confiàsemos en los otros el bien comÏn serÕa mayor. ,1,6,3,9,7,5,7,6,7,6,3,3,1,3,5,1,4,9,9,9,9,1,9,9,8,3,9,6,7,1,8,7,9,1,0,0,0,0,5,9,1,3,3,2,2,Intentaba demostrar qu_ caracterÕsticas personales hacen que se confÕe màs o menos en las demàs personas.,no,6,9,6,2,74,2,"Campillos (Màlaga), Espa_a",0,41.38879395,2.158996582,-1,11,11
R_sd5niiyrk0dIktb,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:26,1,1,1,0,0,56.463,0,1,,,,,,,71,1,12.794,12.794,16.226,1,1,9,1,la cantidad no es muy grande pero lo suficiente para contribuir en el grupo sin perder mucho dinero,1,8,8,8,8,9,7,8,9,6,8,7,7,7,9,7,2,3,7,8,5,8,6,7,8,8,7,8,2,5,3,8,9,3,4,4,0,0,3,4,2,1,3,1,2,Intenta relacionar el como la sociabilidad de una persona y sus intereses modulan la toma de decisiones cuando hay dinero e por medio,no,4,3,4,3,69,2,PerÏ,0,41.38879395,2.158996582,-1,11,1
R_spYc2tInfwt8SDT,Default Response Set,Anonymous,,,193.145.56.242,0,4/15/16 17:11,4/15/16 17:26,1,1,1,0,0,113.003,0,1,204,1,5.918,5.918,7.856,1,,,,,,,1,9,5,"HabrÕa puesto los 2,5 si tuviese confianza plena en el resto del equipo, dada la naturaleza del experimento y la incertidumbre de no conocer las intenciones de los demàs compa_eros he decidido guardarme 0,5 ó ""para no arriesgarlo todo"" aunque entiendo que la cantidad guardada es mÕnima en comparaciÑn con la arriesgada.",1,6,8,8,7,9,8,8,6,3,2,3,1,1,6,3,8,8,8,8,7,2,8,6,6,3,2,3,7,1,3,6,8,3,4,4,0,1,5,7,3,2,3,1,2,Supongo que el nivel de compromiso de las personas que no se conocen en una situaciÑn de dilema del prisionero de la teorÕa de juegos.,no,4,4,3,5,73,2,Santiago de Compostela,0,41.38879395,2.158996582,-1,11,5
R_Ui7i27RqkTMacdH,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:30,1,1,1,0,0,85.725,0,1,,,,,,,0,1,4.178,4.178,6.607,1,1,4,1,"No quiero contribuir nada porqu_ pienso que no conozco a esa gente, y todos piensan de la misma manera que yo.",1,8,6,8,8,8,8,5,9,9,9,9,8,9,9,7,6,8,7,9,7,6,8,7,7,3,8,7,7,8,6,8,6,1,3,3,0,0,4,7,2,3,2,1,2,El que se intentaba demostrar en este juego es hasta que punto las personas valoran su propio inter_s antes que tener en cuenta a si entorno. lo que vendrÕa a ser el inter_s individual vs el colectivo.,no,3,2,3,2,77,2,"Espa_a, Barcelona",2,41.38879395,2.158996582,-1,1,1
R_Umbh1kQPTliQXlL,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:17,4/14/16 17:30,1,1,1,0,0,132.917,0,1,0,1,6.397,6.397,7.725,1,,,,,,,1,9,1,"Es el dilema del prisionero, no creo que todos cooperasen (aunque seria lo Ñptimo) pero si que creo que alguien lo haga, por lo que no pierdo tanto. ",1,5,7,9,8,6,8,7,6,9,9,7,9,6,7,9,3,8,9,8,9,8,9,7,7,8,9,9,8,7,3,8,9,1,4,4,0,0,5,6,1,3,3,2,2,La cooperaciÑn sin que los otros sujetos supieran lo que eliges. Intentan demostrar que sin cooperaciÑn el resultado final es peor que cooperando. Y que normalmente actuamos sin cooperar.,no,6,2,6,2,74,1,"Ripoll, Catalunya",0,41.38879395,2.158996582,-1,11,1
R_uwGbnSbEkMX4A93,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:22,4/13/16 15:35,1,1,1,0,0,25.738,0,1,,,,,,,100,1,16.67,16.67,18.961,1,1,9,1,Porque contribuir al menos un poco harà que todos consigamos algo aunque siempre hay la posibilidad de que no contribuyan nada y seas tÏ el Ïnico. AsÕ al menos te queda una parte,1,7,8,8,8,7,8,5,8,3,5,2,2,3,5,7,4,7,7,6,8,6,7,4,8,2,5,5,5,7,3,6,7,4,7,7,1,0,5,8,1,3,3,2,2,"Pienso que el estudio intenta obtener una idea sobre el grado de compa_erismo y confianza entre un grupo de desconocidos, asÕ como de otros valores de la sociedad actual.",no,2,6,4,2,67,2,Venezuela,0,41.38879395,2.158996582,-1,11,1
R_vMQ2zkJy6K95vvH,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 15:21,4/13/16 15:35,1,1,1,0,0,81.246,0,1,,,,,,,150,1,41.493,41.493,48.899,1,1,9,1,"DecidÕ quedarme con algo del dinero para mÕ por si las demàs personas no decidÕan colaborar con el fondo comÏn, pero aun asÕ aportar una cantidad importante al mismo.",1,8,5,7,7,7,7,7,8,5,2,5,2,4,4,4,6,8,8,8,9,5,7,7,6,5,7,5,7,1,5,7,8,4,2,4,0,0,6,8,1,3,3,2,2,"Supongo que hasta qu_ punto las personas velamos por nuestros propios intereses o pensamos en un bien comÏn cuando se trata de, en cierta manera, confiar o desconfiar de personas que no conocemos y que no sabemos hasta qu_ punto van a ser màs o menos egoÕstas.",No,6,2,6,2,78,2,"En Les Piles de Gaiö, Espa_a",2,41.38879395,2.158996582,-1,11,1
R_vSPKilCaWlrgLHr,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:31,1,1,1,0,0,94.974,0,1,0,1,6.599,8.932,9.857,3,,,,,,,1,9,1,"He elegido contribuir con 0 c_ntimos ya que no conozco a las otras personas, por lo que no s_ en que grado contribuiràn. Des esta manera no me quiero arriesgar a perder mi dinero.",1,7,7,9,6,7,8,6,7,4,5,4,5,3,5,7,5,7,8,7,6,3,3,7,7,1,3,6,6,2,3,9,9,3,12,12,0,1,2,7,3,3,3,1,2,Intentaba demostrar en cuanta cuantÕa confiamos en desconocidos. Lo intentaba demostrar mediante la cantidad de dinero que estarÕamos dispuestos a poner en un pote comÏn para beneficio de desconocidos.,Tal vez lo a_adido al pote comÏn serÕa directamente lo que se sumarÕa a mi cobro final.,2,6,4,6,76,1,Barcelona,0,41.38879395,2.158996582,-1,11,1
R_wQTZy6oBa5qk5R7,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:30,1,1,1,0,0,103.364,0,1,,,,,,,250,1,28.259,28.259,33.703,1,1,9,1,Porqu_ de este modo se maximiza el beneficio del conjunto del grupo y asÕ habrà màs dinero a repartir entre todos (ya que el dinero aportado al fondo comÏn se dobla).,1,3,7,3,8,7,8,9,4,2,3,2,3,2,6,3,4,8,8,7,8,7,8,7,7,4,3,6,7,1,4,7,8,4,5,5,0,0,7,8,1,2,3,2,2,"Creo que este estudio pretende comprobar el grado de cooperaciÑn que puede haber entre personas desconocidas. Por ello, se nos ha dado 2,5 ó a repartir entre cuatro personas y la cantidad que cada una de ellas destinaran a un fondo comÏn se doblarÕa y posteriormente se repartirÕa. De este modo, a mayor aportaciÑn en este fondo, mayor cantidad de dinero habrà a repartir.",Sobre el sistema de remuneraciÑn que se aplica a efectos reales. Si se especificara bien podrÕa servir para crear màs incentivos o desincentivos al tomar la decisiÑn.,7,9,7,9,76,1,"Sabadell, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_XvmWZBR5fcCXe7v,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 16:20,4/14/16 16:32,1,1,1,0,0,100.019,0,1,,,,,,,0,1,18.547,19.437,19.78,2,1,9,1,Para poder aspirar a tener el pago màs alto posible.,1,8,5,6,8,6,9,9,8,2,9,2,9,7,8,8,1,8,8,9,6,3,7,8,8,3,8,2,4,8,4,3,5,3,10,10,0,0,2,8,3,3,2,1,2,El tipo de persona que eres. Si eres una persona confiada o no. / ,no,9,3,3,3,71,1,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,1
R_Y4VolAs2F7voOwV,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:26,1,1,1,0,0,127.807,0,1,50,1,5.805,8.831,12.801,2,,,,,,,1,9,1,Porque creo que de esta manera nos podemos beneficiar los dos. Tanto el fondo comÏn como yo.,1,9,9,9,9,9,9,5,9,6,7,2,4,2,2,5,8,9,9,9,8,5,9,6,6,7,1,9,5,2,1,9,9,2,3,4,0,0,3,8,3,3,3,1,2,Creo que le presente estudio lo que intentaba demostrar era en que medida se comprometÕa la gente con desconocidos. / Anteponiendo su propio beneficio al de los demàs.,no,9,7,9,2,78,2,"Montevideo, Uruguay",2,41.38879395,2.158996582,-1,11,1
R_yPeoBdzGgy6ko1P,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 16:18,4/13/16 16:30,1,1,1,0,0,118.677,0,1,,,,,,,100,1,7.973,7.973,10.558,1,1,9,1,"He decidido un punto intermedio puesto que deseo doblar el dinero a recibir pero a la vez sin confiar que mis compa_eros van a donar los 250, de modo que 100 me ha parecido razonable.",1,5,3,8,9,7,8,8,6,6,2,3,5,3,8,6,1,9,7,8,9,2,9,9,9,6,3,9,5,1,5,3,9,3,1,3,1,0,7,8,1,2,3,2,2,"Hasta que punto confias en los demàs (en concreto en gente desconocida) y en el presente supuesto hasta que punto confias en ellos para recibir tu un beneficio, en este caso econÑmico puesto que depende de la decisiÑn de gente que desconozco el recibir una cantidad de dinero u otra.",Mi Ïnica sospecha es si la gente con la que compito habràn buscado el bien comÏn donando la mayor cantidad de dinero o bien habràn sido egoÕstas y habràn donado la cantidad mÕnima (0) para solo recibir beneficios ellos.,3,6,5,5,73,2,"Blanes, Espa_a",0,41.38879395,2.158996582,-1,11,1
R_YVNYbdi9ZiTlpYt,Default Response Set,Anonymous,,,193.145.56.242,0,4/14/16 17:16,4/14/16 17:30,1,1,1,0,0,119.232,0,1,0,1,3.176,3.679,6.172,2,,,,,,,1,9,1,"Porque de este modo, apartando (literalmente) lo mÕnimo, obtengo el màximo resultado. Ademàs, en ningÏn momento mi decisiÑn perjudica a los demàs.  ",1,8,7,9,9,9,9,9,9,1,1,1,1,1,5,6,9,9,9,9,9,1,9,7,9,2,1,9,6,6,8,2,8,1,4,4,0,0,6,6,3,2,3,2,2,Creo que el estudio intenta analizar el comportamiento de un individuo en relaciÑn con otros en una situaciÑn en la que hay una recompensa de por medio. ,"Creo que el estudio es real, es decir, la cantidad de dinero que voy a recibir al final serà en funciÑn de la decisiÑn que he tomado, y yo me he animada a participar para ganar algo màs que 3,5 euros.",9,4,6,2,74,2,"Chisinau, Moldavia",0,41.38879395,2.158996582,-1,11,1
R_yxWUXZMjQdq6lUt,Default Response Set,Anonymous,,,193.145.56.242,0,4/13/16 13:12,4/13/16 13:28,1,1,1,0,0,85.636,0,1,195,1,12.321,15.529,17.613,2,,,,,,,1,9,7,"He elegido un pago medio para que depende de lo que la gente haya aportado pueda ganar algo equilibrado, ni muy poco ni todo yo. Creo que si todos pensamos en aportar todo mismo ganarÕamos màs, aunque siempre hay alguien que no y se llevarÕa màs.",1,3,3,9,4,9,8,8,9,6,2,6,2,1,7,2,7,8,9,9,9,9,9,9,9,7,8,8,5,4,7,9,9,3,10,10,0,0,6,8,1,2,1,2,2,"Creo que intenta demostrar el trabajo en equipo entre gente desconocida, el nivel de confianza que se puede tener en alguien que no conoces pero teniendo un objetivo comÏn que es el ganar la mayor cantidad de dinero posible. Si la gente quiere paralos demàs lo mismo que uno quiere para sÕ mismo, todo el mundo sale ganando.",no,4,5,5,5,75,2,"Barcelona, Espa_a",1,41.38879395,2.158996582,-1,11,7
